Accident Index,Timestamp,severity,Casualties,Number of Casualties,Number of Vehicles,url,apiUrl,Latitude,Longitude
201543P249115,"8:22am, 11th November 2015",serious,Cyclist,1,3,https://www.cyclestreets.net/collisions/reports/201543P249115/,https://api.cyclestreets.net/v2/collisions.location?id=201543P249115,51.747423,-1.203359
201543P251105,"5:32pm, 14th October 2015",serious,Pedestrian,1,2,https://www.cyclestreets.net/collisions/reports/201543P251105/,https://api.cyclestreets.net/v2/collisions.location?id=201543P251105,51.750424,-1.200395
201543P253035,"3:19pm, 21st March 2015",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P253035/,https://api.cyclestreets.net/v2/collisions.location?id=201543P253035,51.752069,-1.24794
201543P253055,"4:30am, 23rd May 2015",serious,Cyclist,1,1,https://www.cyclestreets.net/collisions/reports/201543P253055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P253055,51.752951,-1.234235
201543P257025,"7:28am, 25th February 2015",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P257025/,https://api.cyclestreets.net/v2/collisions.location?id=201543P257025,51.726881,-1.223961
201543P275035,"10:10pm, 26th March 2015",serious,"Pedestrian,Motorcycle rider/passenger",2,1,https://www.cyclestreets.net/collisions/reports/201543P275035/,https://api.cyclestreets.net/v2/collisions.location?id=201543P275035,51.750796,-1.195637
201543P287105,"1:30pm, 28th October 2015",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P287105/,https://api.cyclestreets.net/v2/collisions.location?id=201543P287105,51.757026,-1.264026
201543P294035,"6:24pm, 6th March 2015",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P294035/,https://api.cyclestreets.net/v2/collisions.location?id=201543P294035,51.775052,-1.268226
201543P295085,"12:09pm, 20th August 2015",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P295085/,https://api.cyclestreets.net/v2/collisions.location?id=201543P295085,51.753364,-1.260797
201543P312055,"1:00am, 7th May 2015",serious,Cyclist,1,1,https://www.cyclestreets.net/collisions/reports/201543P312055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P312055,51.771205,-1.230303
201543P312125,"2:34pm, 11th December 2015",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P312125/,https://api.cyclestreets.net/v2/collisions.location?id=201543P312125,51.759406,-1.213624
201543P315025,"3:47am, 14th February 2015",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P315025/,https://api.cyclestreets.net/v2/collisions.location?id=201543P315025,51.750812,-1.245556
201543P317065,"5:00pm, 23rd June 2015",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P317065/,https://api.cyclestreets.net/v2/collisions.location?id=201543P317065,51.751972,-1.237076
201543P319055,"1:17pm, 30th May 2015",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P319055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P319055,51.757142,-1.259634
201543P323115,"2:30pm, 30th November 2015",serious,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P323115/,https://api.cyclestreets.net/v2/collisions.location?id=201543P323115,51.759422,-1.213305
201543P338105,"10:00pm, 31st October 2015",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P338105/,https://api.cyclestreets.net/v2/collisions.location?id=201543P338105,51.764572,-1.257281
201543P342115,"6:30pm, 29th November 2015",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P342115/,https://api.cyclestreets.net/v2/collisions.location?id=201543P342115,51.752691,-1.251102
201543P380065,"6:44am, 18th June 2015",serious,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P380065/,https://api.cyclestreets.net/v2/collisions.location?id=201543P380065,51.752744,-1.220491
201543P002045,"2:20pm, 1st April 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P002045/,https://api.cyclestreets.net/v2/collisions.location?id=201543P002045,51.753651,-1.263574
201543P003085,"6:30pm, 7th August 2015",slight,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P003085/,https://api.cyclestreets.net/v2/collisions.location?id=201543P003085,51.752003,-1.257357
201543P006025,"6:40am, 2nd February 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P006025/,https://api.cyclestreets.net/v2/collisions.location?id=201543P006025,51.788155,-1.27016
201543P009095,"10:43pm, 3rd September 2015",slight,Cyclist,2,3,https://www.cyclestreets.net/collisions/reports/201543P009095/,https://api.cyclestreets.net/v2/collisions.location?id=201543P009095,51.734837,-1.21295
201543P011045,"8:42am, 3rd April 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P011045/,https://api.cyclestreets.net/v2/collisions.location?id=201543P011045,51.755327,-1.227617
201543P014115,"6:07pm, 3rd November 2015",slight,Cyclist,1,3,https://www.cyclestreets.net/collisions/reports/201543P014115/,https://api.cyclestreets.net/v2/collisions.location?id=201543P014115,51.762406,-1.263229
201543P015075,"6:09pm, 1st July 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P015075/,https://api.cyclestreets.net/v2/collisions.location?id=201543P015075,51.738255,-1.219958
201543P018065,"7:52am, 5th June 2015",slight,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P018065/,https://api.cyclestreets.net/v2/collisions.location?id=201543P018065,51.747792,-1.237306
201543P021035,"4:32pm, 4th March 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P021035/,https://api.cyclestreets.net/v2/collisions.location?id=201543P021035,51.752974,-1.287937
201543P022115,"4:30pm, 2nd November 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P022115/,https://api.cyclestreets.net/v2/collisions.location?id=201543P022115,51.745218,-1.201747
201543P029105,"9:40am, 5th October 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P029105/,https://api.cyclestreets.net/v2/collisions.location?id=201543P029105,51.754905,-1.204821
201543P030055,"3:45pm, 5th May 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P030055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P030055,51.752704,-1.267399
201543P031045,"6:05pm, 7th April 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P031045/,https://api.cyclestreets.net/v2/collisions.location?id=201543P031045,51.757084,-1.263373
201543P032095,"8:11am, 2nd September 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P032095/,https://api.cyclestreets.net/v2/collisions.location?id=201543P032095,51.744532,-1.201281
201543P033015,"2:55pm, 7th January 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P033015/,https://api.cyclestreets.net/v2/collisions.location?id=201543P033015,51.752561,-1.271834
201543P035035,"4:55pm, 4th March 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P035035/,https://api.cyclestreets.net/v2/collisions.location?id=201543P035035,51.78176,-1.262493
201543P036075,"7:30pm, 1st July 2015",slight,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P036075/,https://api.cyclestreets.net/v2/collisions.location?id=201543P036075,51.751915,-1.257692
201543P037065,"6:00pm, 2nd June 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P037065/,https://api.cyclestreets.net/v2/collisions.location?id=201543P037065,51.788128,-1.27016
201543P040125,"7:55am, 7th December 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P040125/,https://api.cyclestreets.net/v2/collisions.location?id=201543P040125,51.787741,-1.280286
201543P043105,"11:00am, 6th October 2015",slight,Cyclist,1,3,https://www.cyclestreets.net/collisions/reports/201543P043105/,https://api.cyclestreets.net/v2/collisions.location?id=201543P043105,51.749526,-1.256731
201543P044055,"9:28pm, 6th May 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P044055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P044055,51.774122,-1.229572
201543P046065,"7:40pm, 5th June 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P046065/,https://api.cyclestreets.net/v2/collisions.location?id=201543P046065,51.729324,-1.211409
201543P047055,"8:00am, 6th May 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P047055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P047055,51.737721,-1.235767
201543P047125,"5:55am, 1st December 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P047125/,https://api.cyclestreets.net/v2/collisions.location?id=201543P047125,51.751358,-1.20555
201543P049055,"1:43pm, 5th May 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P049055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P049055,51.759315,-1.250616
201543P052075,"7:20am, 7th July 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P052075/,https://api.cyclestreets.net/v2/collisions.location?id=201543P052075,51.765061,-1.260751
201543P053065,"8:30am, 6th June 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P053065/,https://api.cyclestreets.net/v2/collisions.location?id=201543P053065,51.744964,-1.22972
201543P054085,"8:30am, 7th August 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P054085/,https://api.cyclestreets.net/v2/collisions.location?id=201543P054085,51.76508,-1.260809
201543P055065,"5:15pm, 8th June 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P055065/,https://api.cyclestreets.net/v2/collisions.location?id=201543P055065,51.750484,-1.244822
201543P055085,"3:52pm, 3rd August 2015",slight,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P055085/,https://api.cyclestreets.net/v2/collisions.location?id=201543P055085,51.7503,-1.241407
201543P060045,"7:08pm, 7th April 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P060045/,https://api.cyclestreets.net/v2/collisions.location?id=201543P060045,51.729867,-1.225445
201543P065045,"10:30pm, 9th April 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P065045/,https://api.cyclestreets.net/v2/collisions.location?id=201543P065045,51.746607,-1.233372
201543P070125,"6:16pm, 3rd December 2015",slight,Cyclist,1,1,https://www.cyclestreets.net/collisions/reports/201543P070125/,https://api.cyclestreets.net/v2/collisions.location?id=201543P070125,51.776679,-1.269533
201543P071015,"4:30pm, 5th January 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P071015/,https://api.cyclestreets.net/v2/collisions.location?id=201543P071015,51.788303,-1.270795
201543P071055,"4:30pm, 8th May 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P071055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P071055,51.749682,-1.230625
201543P072055,"4:00pm, 8th May 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P072055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P072055,51.757705,-1.256322
201543P072095,"9:20am, 6th September 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P072095/,https://api.cyclestreets.net/v2/collisions.location?id=201543P072095,51.768044,-1.232299
201543P073095,"1:16pm, 6th September 2015",slight,"Cyclist,Car occupant",2,2,https://www.cyclestreets.net/collisions/reports/201543P073095/,https://api.cyclestreets.net/v2/collisions.location?id=201543P073095,51.752888,-1.29608
201543P076045,"6:00pm, 7th April 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P076045/,https://api.cyclestreets.net/v2/collisions.location?id=201543P076045,51.73484,-1.250528
201543P082075,"4:00pm, 8th July 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P082075/,https://api.cyclestreets.net/v2/collisions.location?id=201543P082075,51.756593,-1.259585
201543P082105,"11:10pm, 5th October 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P082105/,https://api.cyclestreets.net/v2/collisions.location?id=201543P082105,51.753642,-1.263487
201543P085095,"8:33am, 8th September 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P085095/,https://api.cyclestreets.net/v2/collisions.location?id=201543P085095,51.742335,-1.198206
201543P085115,"2:35pm, 7th November 2015",slight,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P085115/,https://api.cyclestreets.net/v2/collisions.location?id=201543P085115,51.765402,-1.264904
201543P086015,"7:00pm, 13th January 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P086015/,https://api.cyclestreets.net/v2/collisions.location?id=201543P086015,51.760468,-1.266665
201543P090025,"8:45am, 11th February 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P090025/,https://api.cyclestreets.net/v2/collisions.location?id=201543P090025,51.732087,-1.211796
201543P090095,"6:10pm, 10th September 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P090095/,https://api.cyclestreets.net/v2/collisions.location?id=201543P090095,51.750797,-1.26869
201543P091065,"3:27pm, 10th June 2015",slight,Cyclist,1,3,https://www.cyclestreets.net/collisions/reports/201543P091065/,https://api.cyclestreets.net/v2/collisions.location?id=201543P091065,51.751949,-1.247493
201543P094055,"9:08am, 10th May 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P094055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P094055,51.74967,-1.231567
201543P095125,"8:30pm, 11th December 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P095125/,https://api.cyclestreets.net/v2/collisions.location?id=201543P095125,51.74903,-1.204345
201543P098065,"7:05pm, 9th June 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P098065/,https://api.cyclestreets.net/v2/collisions.location?id=201543P098065,51.749903,-1.243963
201543P101075,"12:25pm, 11th July 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P101075/,https://api.cyclestreets.net/v2/collisions.location?id=201543P101075,51.771835,-1.262727
201543P103045,"7:58pm, 1st April 2015",slight,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P103045/,https://api.cyclestreets.net/v2/collisions.location?id=201543P103045,51.732096,-1.218514
201543P104115,"8:55am, 12th November 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P104115/,https://api.cyclestreets.net/v2/collisions.location?id=201543P104115,51.768158,-1.238876
201543P107115,"1:14pm, 9th November 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P107115/,https://api.cyclestreets.net/v2/collisions.location?id=201543P107115,51.74881,-1.240389
201543P109105,"9:05am, 14th October 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P109105/,https://api.cyclestreets.net/v2/collisions.location?id=201543P109105,51.742787,-1.226774
201543P112055,"7:14am, 12th May 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P112055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P112055,51.762452,-1.263329
201543P115035,"11:00pm, 11th March 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P115035/,https://api.cyclestreets.net/v2/collisions.location?id=201543P115035,51.75451,-1.255737
201543P117105,"10:30am, 13th October 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P117105/,https://api.cyclestreets.net/v2/collisions.location?id=201543P117105,51.746433,-1.232969
201543P120095,"3:05pm, 14th September 2015",slight,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P120095/,https://api.cyclestreets.net/v2/collisions.location?id=201543P120095,51.753368,-1.221059
201543P121045,"4:55pm, 14th April 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P121045/,https://api.cyclestreets.net/v2/collisions.location?id=201543P121045,51.752677,-1.2674
201543P123055,"6:15pm, 11th May 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P123055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P123055,51.752645,-1.282582
201543P123075,"4:30am, 12th July 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P123075/,https://api.cyclestreets.net/v2/collisions.location?id=201543P123075,51.749894,-1.243978
201543P125085,"3:30pm, 16th August 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P125085/,https://api.cyclestreets.net/v2/collisions.location?id=201543P125085,51.772989,-1.263274
201543P125115,"5:55pm, 11th November 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P125115/,https://api.cyclestreets.net/v2/collisions.location?id=201543P125115,51.759186,-1.214381
201543P130085,"9:30pm, 12th August 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P130085/,https://api.cyclestreets.net/v2/collisions.location?id=201543P130085,51.758858,-1.260925
201543P132085,"10:45pm, 13th August 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P132085/,https://api.cyclestreets.net/v2/collisions.location?id=201543P132085,51.749903,-1.244021
201543P134015,"3:04pm, 13th January 2015",slight,Cyclist,1,3,https://www.cyclestreets.net/collisions/reports/201543P134015/,https://api.cyclestreets.net/v2/collisions.location?id=201543P134015,51.739353,-1.253292
201543P135035,"7:40am, 12th March 2015",slight,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P135035/,https://api.cyclestreets.net/v2/collisions.location?id=201543P135035,51.734479,-1.213231
201543P136035,"2:45pm, 12th March 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P136035/,https://api.cyclestreets.net/v2/collisions.location?id=201543P136035,51.752789,-1.26382
201543P136055,"6:04pm, 15th May 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P136055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P136055,51.735219,-1.221777
201543P138125,"10:38pm, 13th December 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P138125/,https://api.cyclestreets.net/v2/collisions.location?id=201543P138125,51.750784,-1.22458
201543P139045,"7:50pm, 16th April 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P139045/,https://api.cyclestreets.net/v2/collisions.location?id=201543P139045,51.755032,-1.263015
201543P139125,"5:20pm, 14th December 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P139125/,https://api.cyclestreets.net/v2/collisions.location?id=201543P139125,51.767043,-1.265573
201543P141085,"10:57pm, 18th August 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P141085/,https://api.cyclestreets.net/v2/collisions.location?id=201543P141085,51.749851,-1.229058
201543P144075,"1:25pm, 5th July 2015",slight,Cyclist,1,4,https://www.cyclestreets.net/collisions/reports/201543P144075/,https://api.cyclestreets.net/v2/collisions.location?id=201543P144075,51.750018,-1.226998
201543P146055,"10:44pm, 8th May 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P146055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P146055,51.788258,-1.281046
201543P148065,"11:06pm, 15th June 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P148065/,https://api.cyclestreets.net/v2/collisions.location?id=201543P148065,51.749913,-1.244035
201543P148125,"5:33pm, 7th December 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P148125/,https://api.cyclestreets.net/v2/collisions.location?id=201543P148125,51.744459,-1.201195
201543P150095,"10:42pm, 16th September 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P150095/,https://api.cyclestreets.net/v2/collisions.location?id=201543P150095,51.749904,-1.24405
201543P151015,"5:55pm, 19th January 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P151015/,https://api.cyclestreets.net/v2/collisions.location?id=201543P151015,51.748185,-1.238256
201543P152015,"7:20pm, 20th January 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P152015/,https://api.cyclestreets.net/v2/collisions.location?id=201543P152015,51.742805,-1.226832
201543P155035,"8:30pm, 15th March 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P155035/,https://api.cyclestreets.net/v2/collisions.location?id=201543P155035,51.732538,-1.214641
201543P159115,"1:30pm, 13th November 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P159115/,https://api.cyclestreets.net/v2/collisions.location?id=201543P159115,51.753481,-1.213683
201543P160125,"5:55pm, 15th December 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P160125/,https://api.cyclestreets.net/v2/collisions.location?id=201543P160125,51.753615,-1.263531
201543P162085,"5:38pm, 16th August 2015",slight,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P162085/,https://api.cyclestreets.net/v2/collisions.location?id=201543P162085,51.752437,-1.275096
201543P162125,"8:40am, 14th December 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P162125/,https://api.cyclestreets.net/v2/collisions.location?id=201543P162125,51.749435,-1.243826
201543P163045,"8:30am, 17th April 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P163045/,https://api.cyclestreets.net/v2/collisions.location?id=201543P163045,51.760336,-1.23892
201543P164045,"10:54am, 16th April 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P164045/,https://api.cyclestreets.net/v2/collisions.location?id=201543P164045,51.749652,-1.231611
201543P166055,"12:05pm, 17th May 2015",slight,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P166055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P166055,51.74839,-1.259111
201543P167055,"9:40pm, 17th May 2015",slight,Pedestrian,1,2,https://www.cyclestreets.net/collisions/reports/201543P167055/,https://api.cyclestreets.net/v2/collisions.location?id=201543P167055,51.755111,-1.259827
201543P167065,"5:30pm, 18th June 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P167065/,https://api.cyclestreets.net/v2/collisions.location?id=201543P167065,51.752706,-1.252
201543P167115,"7:55am, 17th November 2015",slight,Pedestrian,1,1,https://www.cyclestreets.net/collisions/reports/201543P167115/,https://api.cyclestreets.net/v2/collisions.location?id=201543P167115,51.750282,-1.200586
201543P168025,"6:00pm, 16th February 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P168025/,https://api.cyclestreets.net/v2/collisions.location?id=201543P168025,51.753272,-1.211992
201543P168095,"2:46pm, 13th September 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P168095/,https://api.cyclestreets.net/v2/collisions.location?id=201543P168095,51.734993,-1.229644
201543P168115,"8:12pm, 13th November 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P168115/,https://api.cyclestreets.net/v2/collisions.location?id=201543P168115,51.742757,-1.238709
201543P169015,"7:17am, 20th January 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P169015/,https://api.cyclestreets.net/v2/collisions.location?id=201543P169015,51.758574,-1.252874
201543P170035,"3:36pm, 16th March 2015",slight,Cyclist,1,2,https://www.cyclestreets.net/collisions/reports/201543P170035/,https://api.cyclestreets.net/v2/collisions.location?id=201543P170035,51.747946,-1.237448
